Side,Order Ref. Number,Price,Volume
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,1018837,2894600,30
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
B,1021273,2894700,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
B,1021813,2894800,30
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
B,1023341,2894900,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
B,1021813,2894800,30
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
B,1023341,2894900,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,1032185,2895000,30
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
B,1036213,2894600,30
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,1037009,2894800,30
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
B,1036213,2894600,30
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,1037009,2894800,30
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,1037837,2894900,30
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
S,1021221,2899200,30
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,1037837,2894900,30
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,1039561,2899100,30
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,1037837,2894900,30
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
B,1043509,2894500,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,1039561,2899100,30
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,1037837,2894900,30
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
B,1043509,2894500,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,1039561,2899100,30
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
B,119665,2880000,57
B,190533,2865000,25
B,104861,2498200,100
B,133877,2885000,100
S,112685,2980200,1
B,178021,2885000,18
B,202401,2855000,57
B,268557,2880000,150
S,743881,2899000,2216
S,257465,2949200,14
B,506593,2750000,90
S,110533,3000000,4
Side,Order Ref. Number,Price,Volume
S,1043573,2899000,30
B,1043509,2894500,30
S,1011105,2939500,10
B,947341,2892200,200
S,903097,2915000,10
B,877253,2687700,79
S,857133,2940000,33
S,863253,2904500,18
B,815125,2895600,70
S,1039561,2899100,30
S,766129,2907400,70
S,995633,2897000,469
B,674573,2890000,100
S,667237,2900000,90
S,662793,2900000,100
B,863133,2887100,18
S,613469,2930000,1
S,743877,2899000,784
S,437221,2960000,12
S,421433,2902500,500
B,204713,2792800,256
B,74473,2890000,73
B,147977,2840000,65
B,136145,2850000,63
S,110837,3000000,10
S,112669,2942300,1
S,718217,2915000,15
B,129557,2860000,61
B,169433,2895000,12
S,11825,2999000,16
B,184737,2875000,22
B,105925,2637000,80
B,124113,2870000,59
S,824245,2900500,300
B,865449,2780000,3
B,112681,2162600,1
